Country,Customer_ID,Description,Invoice_Date,Item_Code,Invoice_ID,No_of_Rows,Unit_Price,Quantity,Sales_Amount
Belgium,12423,JUMBO BAG APPLES,23-05-2011,23199,554147,1,2.08,10,20.8
United Kingdom,16701,BLUE CAT BISCUIT BARREL PINK HEART,11/7/2011,84576,559660,1,1.95,2,3.9
United Kingdom,18065,LADIES & GENTLEMEN METAL SIGN,4/5/2011,85150,551815,1,2.55,6,15.3
United Kingdom,13408,HAND OVER THE CHOCOLATE   SIGN,24-07-2011,85152,561073,1,2.1,12,25.2
United Kingdom,15530,SET OF 3 HEART COOKIE CUTTERS,13-07-2011,84378,559896,1,1.25,2,2.5
United Kingdom,14867,LADIES & GENTLEMEN METAL SIGN,5/5/2011,85150,551876,1,2.55,6,15.3
United Kingdom,14315,JUMBO  BAG BAROQUE BLACK WHITE,8/7/2011,85099C,559477,1,2.08,10,20.8
United Kingdom,14647,HAND WARMER UNION JACK,22-05-2011,22633,554102,1,2.1,2,4.2
United Kingdom,17454,JUMBO BAG ALPHABET,31-05-2011,23201,555103,1,2.08,10,20.8
United Kingdom,15856,SMALL POPCORN HOLDER,11/2/2011,22197,543774,1,0.72,100,72.0
United Kingdom,17861,BAG 125g SWIRLY MARBLES,6/7/2011,21703,559133,1,0.42,5,2.1
United Kingdom,14606,SET/20 RED RETROSPOT PAPER NAPKINS,20-02-2011,21080,544466,1,0.85,1,0.85
United Kingdom,16843,RED TOADSTOOL LED NIGHT LIGHT,22-02-2011,21731,544645,1,1.65,24,39.6
United Kingdom,16023,MINI CAKE STAND  HANGING STRAWBERY,31-05-2011,22055,555109,1,1.65,2,3.3
United Kingdom,13263,BAKING MOULD HEART MILK CHOCOLATE,18-01-2011,22930,541509,1,2.55,1,2.55
United Kingdom,13178,LUNCH BAG RED RETROSPOT,9/5/2011,20725,552460,1,1.65,10,16.5
United Kingdom,14534,ASSTD DESIGN RACING CAR PEN,15-02-2011,11001,544059,1,1.69,16,27.04
United Kingdom,17706,NO SINGING METAL SIGN,14-07-2011,82600,560035,1,2.1,12,25.2
United Kingdom,16859,SKULLS AND CROSSBONES WRAP,23-03-2011,21495,547507,1,0.42,25,10.5
United Kingdom,15358,"BIRTHDAY CARD, RETRO SPOT",16-05-2011,22819,553211,1,0.42,12,5.04
Portugal,12766,PACK OF 12 COLOURED PENCILS,9/1/2011,22491,540546,1,0.85,12,10.2
United Kingdom,16147,JUMBO BAG RED RETROSPOT,29-07-2011,85099B,561694,1,2.08,10,20.8
United Kingdom,12994,BLACK HEART CARD HOLDER,16-03-2011,22188,546682,1,3.95,4,15.8
United Kingdom,13267,WOODEN PICTURE FRAME WHITE FINISH,9/3/2011,82482,546031,1,2.55,6,15.3
Germany,12668,STRAWBERRY FAIRY CAKE TEAPOT,31-01-2011,22649,542713,1,4.95,8,39.6
United Kingdom,14099,RED RETROSPOT UMBRELLA,14-01-2011,85014B,541225,1,5.95,3,17.85
United Kingdom,17358,SOLDIERS EGG CUP,9/2/2011,22988,543547,1,1.25,12,15.0
United Kingdom,17578,PINK VINTAGE PAISLEY PICNIC BAG,5/5/2011,21933,552034,1,1.65,20,33.0
EIRE,14911,PINK FAIRY CAKE CHILDRENS APRON,16-05-2011,47591D,553348,1,1.95,8,15.6
United Kingdom,16474,SKULLS SQUARE TISSUE BOX,17-07-2011,22100,560271,1,0.39,1,0.39
United Kingdom,17686,JUMBO BAG DOILEY PATTERNS,23-05-2011,23203,554283,1,2.08,10,20.8
United Kingdom,17589,FELTCRAFT DOLL MOLLY,13-04-2011,22273,549958,1,2.95,1,2.95
United Kingdom,13209,CHILDRENS APRON SPACEBOY DESIGN,26-04-2011,22367,551014,1,1.95,8,15.6
United Kingdom,16221,ROMANTIC PINKS RIBBONS,9/3/2011,85049C,546062,1,1.25,1,1.25
United Kingdom,16143,RECIPE BOX PANTRY YELLOW DESIGN,11/5/2011,22666,552711,1,2.95,6,17.7
United Kingdom,15808,REX CASH+CARRY JUMBO SHOPPER,6/2/2011,21034,543277,1,0.95,1,0.95
United Kingdom,17738,PICNIC BASKET WICKER SMALL,2/3/2011,22502,545445,1,5.95,4,23.8
United Kingdom,14036,JUMBO BAG WOODLAND ANIMALS,28-02-2011,20712,545073,1,1.95,10,19.5
United Kingdom,14088,CHILDREN'S CIRCUS PARADE MUG,21-01-2011,22973,541789,1,1.45,36,52.2
Singapore,12744,ROSES REGENCY TEACUP AND SAUCER,25-01-2011,22699,542102,1,2.95,6,17.7
United Kingdom,17841,POLYESTER FILLER PAD 45x45cm,6/7/2011,46000M,559068,1,1.55,1,1.55
Germany,12693,PENCIL CASE LIFE IS BEAUTIFUL,24-01-2011,22445,541962,1,2.95,6,17.7
United Kingdom,13089,SMALL HEART MEASURING SPOONS,5/1/2011,22196,540163,1,0.85,24,20.4
United Kingdom,17139,BLACK RECORD COVER FRAME,24-02-2011,21137,544824,1,3.75,4,15.0
United Kingdom,15220,RABBIT NIGHT LIGHT,20-05-2011,23084,553996,1,2.08,12,24.96
United Kingdom,13263,SET OF 6 SPICE TINS PANTRY DESIGN,18-01-2011,22722,541509,1,3.95,1,3.95
United Kingdom,16931,SET OF 3 CAKE TINS PANTRY DESIGN,23-01-2011,22720,541844,1,4.95,1,4.95
United Kingdom,14716,ROUND BLUE CLOCK WITH SUCKER,14-07-2011,81952B,559993,1,0.19,20,3.8
United Kingdom,13268,GIN AND TONIC MUG,25-05-2011,21874,554630,1,1.25,6,7.5
United Kingdom,13632,DOORMAT BLACK FLOCK,10/4/2011,48173C,549567,1,7.95,1,7.95
United Kingdom,15214,WHITE HANGING HEART T-LIGHT HOLDER,11/4/2011,85123A,549583,1,2.95,6,17.7
United Kingdom,14289,DOORMAT HEARTS,28-07-2011,48194,561570,1,6.75,10,67.5
United Kingdom,13124,CHARLIE & LOLA WASTEPAPER BIN FLORA,1/4/2011,85183B,548666,1,3.75,1,3.75
United Kingdom,15132,60 TEATIME FAIRY CAKE CASES,24-05-2011,84991,554351,1,0.55,24,13.2
United Kingdom,12841,JIGSAW TREE WITH WATERING CAN,25-02-2011,22230,544941,1,0.85,2,1.7
United Kingdom,14769,EASTER BUNNY GARLAND OF FLOWERS,20-03-2011,85186A,547063,1,0.42,7,2.94
United Kingdom,14049,CHILDS GARDEN RAKE PINK,23-05-2011,22517,554151,1,2.1,1,2.1
United Kingdom,13199,MULTI COLOUR SILVER T-LIGHT HOLDER,17-03-2011,84945,546831,1,0.72,192,138.24
United Kingdom,13018,WRAP SUKI AND FRIENDS,21-03-2011,16161U,547095,1,0.42,25,10.5
United Kingdom,15039,PINK DOUGHNUT TRINKET POT,28-02-2011,22064,545085,1,1.65,2,3.3
United Kingdom,15167,GLASS  BEURRE DISH,23-01-2011,21658,541845,1,3.95,1,3.95
United Kingdom,17059,JUMBO BAG OWLS,24-03-2011,20713,547650,1,1.95,1,1.95
United Kingdom,15529,LARGE PURPLE BABUSHKA NOTEBOOK,13-05-2011,22758,553074,1,1.25,2,2.5
United Kingdom,18097,SET OF 2 WOODEN MARKET CRATES,18-05-2011,22485,553685,1,12.75,2,25.5
United Kingdom,14298,CHINESE DRAGON PAPER LANTERNS,7/1/2011,40016,540464,1,0.25,96,24.0
United Kingdom,15358,3 PIECE SPACEBOY COOKIE CUTTER SET,15-02-2011,22964,543981,1,2.1,6,12.6
United Kingdom,16414,RED RETROSPOT ROUND CAKE TINS,4/3/2011,21217,545652,1,9.95,2,19.9
Netherlands,14646,CLOTHES PEGS RETROSPOT PACK 24,11/5/2011,22558,552845,1,1.45,48,69.6
United Kingdom,15033,REGENCY CAKESTAND 3 TIER,15-05-2011,22423,553189,1,12.75,2,25.5
United Kingdom,15114,36 PENCILS TUBE WOODLAND,6/5/2011,20977,552193,1,1.25,16,20.0
United Kingdom,14415,GREY HEART HOT WATER BOTTLE,8/2/2011,22113,543474,1,3.75,5,18.75
United Kingdom,14532,MAGIC DRAWING SLATE SPACEBOY,17-04-2011,22534,550326,1,0.42,25,10.5
United Kingdom,14159,RETROSPOT CHILDRENS APRON,13-07-2011,21156,559894,1,1.95,1,1.95
United Kingdom,15436,COSY HOUR CIGAR BOX MATCHES,19-04-2011,21591,550651,1,1.25,5,6.25
United Kingdom,14049,RED RETROSPOT WRAP,23-05-2011,21498,554151,1,0.42,50,21.0
United Kingdom,13712,PAPER CHAIN KIT 50'S CHRISTMAS,7/4/2011,22086,549259,1,2.95,6,17.7
United Kingdom,14194,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,25-07-2011,21928,561098,1,2.08,10,20.8
Portugal,12782,CROCHET ROSE PURSE WITH SUEDE BACK,26-01-2011,84592,542147,1,2.95,6,17.7
United Kingdom,15301,BLUE POLKADOT BOWL,26-04-2011,20675,551136,1,1.25,8,10.0
United Kingdom,13221,FRESHWATER PEARL BRACELET GOLD,13-04-2011,90042A,549989,1,2.55,2,5.1
Germany,12633,SET OF 2 TEA TOWELS APPLE AND PEARS,25-02-2011,22895,544933,1,2.95,6,17.7
United Kingdom,16779,PEG BAG APPLES DESIGN,4/5/2011,22896,551833,1,2.55,6,15.3
United Kingdom,15752,CHRYSANTHEMUM SKETCHBOOK,7/3/2011,20765,545872,1,3.75,2,7.5
United Kingdom,16676,POLKADOT COFFEE CUP & SAUCER PINK,6/1/2011,37342,540316,1,0.85,24,20.4
United Kingdom,17769,HERB MARKER MINT,6/3/2011,22919,545687,1,0.65,1,0.65
United Kingdom,13267,SMALL RED RETROSPOT WINDMILL,24-05-2011,21746,554368,1,1.25,12,15.0
United Kingdom,13854,REGENCY CAKESTAND 3 TIER,10/2/2011,22423,543591,1,10.95,16,175.2
United Kingdom,18061,DOORMAT FANCY FONT HOME SWEET HOME,22-02-2011,21523,544600,1,7.95,8,63.6
United Kingdom,16719,FOUR HOOK  WHITE LOVEBIRDS,24-02-2011,22212,544846,1,2.1,1,2.1
Spain,12417,FAIRY CAKES NOTEBOOK A6 SIZE,28-04-2011,84535B,551398,1,0.65,16,10.4
United Kingdom,17272,"WRAP, BILLBOARD FONTS DESIGN",22-03-2011,22985,547350,1,0.42,25,10.5
United Kingdom,13319,SET OF 4 KNICK KNACK TINS DOILEY,28-07-2011,23240,561615,1,4.15,6,24.9
France,12599,POSTAGE,11/7/2011,POST,559685,1,18.0,1,18.0
United Kingdom,18272,JAM MAKING SET PRINTED,12/7/2011,22961,559813,1,1.45,12,17.4
Germany,12524,DAISIES  HONEYCOMB GARLAND,3/3/2011,21204,545533,1,1.65,12,19.8
United Kingdom,17696,FRIDGE MAGNETS LA VIE EN ROSE,24-07-2011,22924,561076,1,0.85,24,20.4
United Kingdom,13263,CHERRY BLOSSOM  DECORATIVE FLASK,24-03-2011,84279P,547656,1,3.75,2,7.5
United Kingdom,16931,SAVE THE PLANET MUG,23-01-2011,21871,541844,1,1.25,6,7.5
United Kingdom,17364,PARTY INVITES SPACEMAN,24-02-2011,21062,544887,1,0.85,4,3.4
United Kingdom,18085,RETROSPOT HEART HOT WATER BOTTLE,13-01-2011,21485,541112,1,4.95,12,59.4
United Kingdom,15227,ASSORTED EASTER GIFT TAGS,26-01-2011,22857,542246,1,0.85,12,10.2
Cyprus,12359,GINGHAM BABUSHKA DOORSTOP,12/1/2011,22510,540946,1,1.25,8,10.0
United Kingdom,17754,EASTER DECORATION SITTING BUNNY,24-03-2011,22268,547672,1,0.85,3,2.55
United Kingdom,15581,PINK PADDED MOBILE,26-04-2011,20702,551137,1,4.25,1,4.25
United Kingdom,15144,DOORMAT NEW ENGLAND,24-03-2011,48187,547647,1,7.95,2,15.9
Finland,12428,PACK 6 HEART/ICE-CREAM PATCHES,1/3/2011,84569D,545226,1,1.25,12,15.0
United Kingdom,15917,PANTRY WASHING UP BRUSH,6/4/2011,22979,549056,1,1.45,1,1.45
United Kingdom,13659,TROPICAL  HONEYCOMB PAPER GARLAND,23-01-2011,21201,541843,1,2.55,6,15.3
United Kingdom,17362,MEDIUM CHINESE STYLE SCISSOR,14-04-2011,16015,550152,1,0.5,10,5.0
United Kingdom,14541,WOODEN SCHOOL COLOURING SET,27-01-2011,22561,542401,1,1.65,4,6.6
United Kingdom,14298,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",24-02-2011,21111,544909,1,1.25,48,60.0
United Kingdom,12867,RETRO PLASTIC POLKA TRAY,9/5/2011,79190B,552469,1,0.42,5,2.1
United Kingdom,14536,REGENCY CAKESTAND 3 TIER,25-03-2011,22423,547795,1,12.75,4,51.0
United Kingdom,17652,PLASTERS IN TIN WOODLAND ANIMALS,20-04-2011,22554,550656,1,1.65,12,19.8
Netherlands,12790,CARD GINGHAM ROSE,31-05-2011,22984,555106,1,0.42,12,5.04
United Kingdom,14315,BLUE DINER WALL CLOCK,8/7/2011,22192,559477,1,8.5,2,17.0
United Kingdom,18118,CHILDS GARDEN BRUSH PINK,16-05-2011,22519,553351,1,2.1,1,2.1
United Kingdom,16823,QUEENS GUARD COFFEE MUG,26-04-2011,22971,551158,1,2.55,6,15.3
United Kingdom,16062,CARD DOG AND BALL,12/4/2011,22717,549851,1,0.42,12,5.04
United Kingdom,17841,IVORY PAPER CUP CAKE CASES,27-04-2011,21215,551250,1,0.55,1,0.55
United Kingdom,14276,SINGLE HEART ZINC T-LIGHT HOLDER,23-02-2011,84970L,544695,1,0.95,12,11.4
United Kingdom,17754,FELT EGG COSY CHICKEN,24-03-2011,22262,547672,1,0.85,2,1.7
United Kingdom,17799,BAKING MOULD EASTER EGG MILK CHOC,21-01-2011,22933,541816,1,2.95,1,2.95
United Kingdom,15834,LIGHT GARLAND BUTTERFILES PINK,7/3/2011,22780,545901,1,4.25,1,4.25
United Kingdom,16686,ROSE COTTAGE KEEPSAKE BOX,7/2/2011,22968,543306,1,9.95,2,19.9
United Kingdom,15719,TOILET METAL SIGN,6/1/2011,82581,540278,1,0.55,1,0.55
United Kingdom,13777,CERAMIC STRAWBERRY CAKE MONEY BANK,13-07-2011,22646,559911,1,1.25,12,15.0
United Kingdom,16206,36 FOIL HEART CAKE CASES,16-01-2011,22956,541240,1,2.1,1,2.1
United Kingdom,15932,FOLKART ZINC HEART CHRISTMAS DEC,23-02-2011,35961,544806,1,0.85,12,10.2
United Kingdom,17659,PINK GINGHAM CAT WITH SCARF,24-05-2011,84584,554371,1,2.55,6,15.3
United Kingdom,16081,GREEN BIRDHOUSE DECORATION,25-03-2011,21442,547829,1,0.85,12,10.2
United Kingdom,12957,PIGGY BANK RETROSPOT,19-05-2011,22637,553832,1,2.55,4,10.2
United Kingdom,13706,PAINTED METAL PEARS ASSORTED,10/2/2011,21136,543548,1,1.69,8,13.52
United Kingdom,17571,FELT EGG COSY BLUE RABBIT,14-02-2011,22260,543973,1,0.85,2,1.7
United Kingdom,15708,CANDLEHOLDER PINK HANGING HEART,27-02-2011,22804,545045,1,2.95,2,5.9
United Kingdom,14111,AGED GLASS SILVER T-LIGHT HOLDER,12/4/2011,21326,549756,1,0.55,144,79.2
United Kingdom,16904,WHITE HANGING HEART T-LIGHT HOLDER,24-03-2011,85123A,547651,1,2.95,4,11.8
United Kingdom,17530,5 HOOK HANGER RED MAGIC TOADSTOOL,20-04-2011,22243,550819,1,1.65,4,6.6
United Kingdom,16241,POCKET BAG BLUE PAISLEY RED SPOT,24-07-2011,22279,561025,1,1.25,1,1.25
United Kingdom,14331,SET OF TEA COFFEE SUGAR TINS PANTRY,27-07-2011,23243,561514,1,4.95,4,19.8
France,12681,SKULLS  WATER TRANSFER TATTOOS,5/1/2011,21544,540178,1,0.85,12,10.2
United Kingdom,14572,SET OF 3 BUTTERFLY COOKIE CUTTERS,15-07-2011,84380,560224,1,1.25,1,1.25
United Kingdom,13148,WOODEN OWLS LIGHT GARLAND,29-07-2011,22779,561686,1,4.25,4,17.0
United Kingdom,14504,"KEY FOB , GARAGE DESIGN",6/3/2011,21899,545697,1,0.65,1,0.65
United Kingdom,14415,LUNCH BAG DOLLY GIRL DESIGN,19-04-2011,22662,550637,1,1.65,3,4.95
United Kingdom,13285,VINTAGE HEADS AND TAILS CARD GAME,1/7/2011,21791,558731,1,1.25,12,15.0
United Kingdom,15819,RETROSPOT TEA SET CERAMIC 11 PC,31-07-2011,22139,561896,1,4.95,3,14.85
United Kingdom,13242,JUMBO BAG RED RETROSPOT,10/5/2011,85099B,552577,1,2.08,10,20.8
United Kingdom,17719,MINT DINER WALL CLOCK,25-07-2011,23342,561119,1,8.5,6,51.0
United Kingdom,12867,RED RETROSPOT SHOPPER BAG,9/5/2011,20718,552469,1,1.25,5,6.25
EIRE,14911,GINGERBREAD MAN COOKIE CUTTER,28-07-2011,22966,561631,1,1.25,12,15.0
United Kingdom,15123,REGENCY CAKESTAND 3 TIER,17-05-2011,22423,553527,1,12.75,1,12.75
Australia,12415,BAKING SET SPACEBOY DESIGN,3/3/2011,22617,545475,1,4.25,48,204.0
United Kingdom,17114,SWEETHEART WIRE WALL TIDY,9/1/2011,22829,540512,1,9.95,1,9.95
United Kingdom,13534,JUMBO BAG OWLS,26-01-2011,20713,542153,1,1.95,10,19.5
United Kingdom,17686,WHITE SPOT BLUE CERAMIC DRAWER KNOB,23-05-2011,21673,554283,1,1.25,12,15.0
Finland,12428,PINK HAPPY BIRTHDAY BUNTING,1/3/2011,47590B,545226,1,5.45,3,16.35
United Kingdom,17214,LOVE LARGE WOOD LETTERS,4/4/2011,21361,548898,1,12.75,1,12.75
Germany,12561,DOORMAT ENGLISH ROSE,10/2/2011,48184,543587,1,7.95,2,15.9
United Kingdom,15159,SAVE THE PLANET COTTON TOTE BAG,20-04-2011,21577,550712,1,2.25,6,13.5
United Kingdom,17348,SET OF 3 BUTTERFLY COOKIE CUTTERS,15-02-2011,84380,543997,1,1.25,1,1.25
United Kingdom,14895,IVORY GIANT GARDEN THERMOMETER,22-02-2011,22926,544657,1,5.95,2,11.9
United Kingdom,17905,JUMBO STORAGE BAG SUKI,6/7/2011,21931,559091,1,2.08,18,37.44
United Kingdom,14146,CERAMIC PIRATE CHEST MONEY BANK,30-03-2011,22650,548258,1,1.45,12,17.4
United Kingdom,18263,CARAVAN SQUARE TISSUE BOX,7/7/2011,22099,559174,1,0.39,36,14.04
EIRE,14911,RECYCLED ACAPULCO MAT RED,20-05-2011,23049,553931,1,8.25,2,16.5
United Kingdom,17505,VINTAGE DONKEY TAIL GAME,1/7/2011,23229,558704,1,3.75,6,22.5
United Kingdom,16394,MUSICAL ZINC HEART DECORATION,23-02-2011,22597,544754,1,0.85,12,10.2
United Kingdom,15819,ROUND SNACK BOXES SET OF4 WOODLAND,24-05-2011,22326,554497,1,2.95,6,17.7
United Kingdom,16033,FAMILY ALBUM WHITE PICTURE FRAME,23-05-2011,22169,554261,1,8.5,1,8.5
United Kingdom,14056,RECYCLED ACAPULCO MAT TURQUOISE,10/3/2011,23052,546305,1,8.25,2,16.5
EIRE,14911,12 PENCILS TALL TUBE WOODLAND,19-05-2011,20981,553901,1,0.85,12,10.2
United Kingdom,13668,CERAMIC STRAWBERRY DESIGN MUG,27-03-2011,22059,547870,1,1.49,3,4.47
United Kingdom,16567,BLACK CANDELABRA T-LIGHT HOLDER,29-05-2011,85116,554990,1,0.65,24,15.6
United Kingdom,16746,CHARLOTTE BAG PINK POLKADOT,18-04-2011,22356,550408,1,0.85,10,8.5
United Kingdom,14292,REGENCY TEA PLATE ROSES,19-05-2011,23170,553899,1,1.65,12,19.8
United Kingdom,13881,FELTCRAFT 6 FLOWER FRIENDS,1/2/2011,22149,542785,1,1.85,40,74.0
United Kingdom,18237,DOORMAT RESPECTABLE HOUSE,28-07-2011,22365,561617,1,7.95,2,15.9
United Kingdom,15719,RED RETROSPOT CHARLOTTE BAG,22-03-2011,20724,547359,1,0.85,3,2.55
United Kingdom,17750,MOODY GIRL DOOR HANGER,15-07-2011,21158,560228,1,0.39,24,9.36
United Kingdom,15081,CUPBOARD 3 DRAWER MA CAMPAGNE,15-05-2011,22762,553193,1,14.95,2,29.9
United Kingdom,13544,SUMMER FUN DESIGN SHOWER CAP,13-04-2011,51020A,549943,1,0.29,1,0.29
United Kingdom,17811,RED RETROSPOT CUP,1/3/2011,21238,545279,1,0.85,6,5.1
United Kingdom,14898,DOORMAT ENGLISH ROSE,28-07-2011,48184,561626,1,7.95,1,7.95
United Kingdom,13168,COLOUR GLASS T-LIGHT HOLDER HANGING,25-01-2011,84755,542112,1,0.65,8,5.2
United Kingdom,14395,CERAMIC HEART FAIRY CAKE MONEY BANK,9/1/2011,22645,540543,1,1.45,8,11.6
United Kingdom,16779,SET/2 RED RETROSPOT TEA TOWELS,4/5/2011,21035,551833,1,3.25,6,19.5
United Kingdom,14243,HANGING METAL HEART LANTERN,8/4/2011,22464,549321,1,1.65,12,19.8
Germany,13815,JUMBO BAG PINK POLKADOT,25-01-2011,22386,542080,1,1.95,10,19.5
United Kingdom,15290,PAPER CHAIN KIT EMPIRE,20-04-2011,22084,550798,1,2.95,6,17.7
United Kingdom,14709,JUMBO BAG RED RETROSPOT,13-07-2011,85099B,559831,1,2.08,20,41.6
Germany,12645,3 HOOK HANGER MAGIC GARDEN,27-01-2011,22244,542369,1,1.95,12,23.4
United Kingdom,15311,BLUE POLKADOT PLATE,4/3/2011,21244,545653,1,1.69,2,3.38
United Kingdom,16085,HEART OF WICKER LARGE,23-01-2011,22470,541842,1,2.95,3,8.85
United Kingdom,13018,PINK  HEART SHAPE LOVE BUCKET,13-05-2011,21564,553063,1,2.95,6,17.7
United Kingdom,13722,SET OF 3 CAKE TINS PANTRY DESIGN,31-07-2011,22720,561879,1,4.95,6,29.7
Germany,12480,CHOCOLATE BOX RIBBONS,19-07-2011,85049G,560569,1,1.25,12,15.0
United Kingdom,17191,HOT BATHS METAL SIGN,4/3/2011,82583,545660,1,2.1,3,6.3
United Kingdom,12833,PARISIENNE CURIO CABINET,17-07-2011,23112,560264,1,7.5,2,15.0
EIRE,14911,JUNGLE POPSICLES ICE LOLLY MOULDS,1/4/2011,84828,548664,1,1.25,12,15.0
United Kingdom,13268,GLASS HEART T-LIGHT HOLDER,17-03-2011,21313,546850,1,0.85,12,10.2
United Kingdom,14524,RETROSPOT LARGE MILK JUG,17-04-2011,21533,550322,1,4.95,1,4.95
United Kingdom,17138,CHILDRENS CUTLERY POLKADOT GREEN,9/3/2011,84997A,546092,1,4.15,4,16.6
Netherlands,12790,CARD CIRCUS PARADE,31-05-2011,22716,555106,1,0.42,12,5.04
United Kingdom,14769,BIRDCAGE DECORATION TEALIGHT HOLDER,20-03-2011,22252,547063,1,1.25,6,7.5
Canada,17444,MAGNETS PACK OF 4 SWALLOWS,11/7/2011,22398,559557,1,0.39,12,4.68
United Kingdom,14390,YELLOW SHARK HELICOPTER,12/5/2011,85136A,553011,1,7.95,1,7.95
United Kingdom,13408,JUMBO  BAG BAROQUE BLACK WHITE,5/7/2011,85099C,558909,1,1.79,100,179.0
United Kingdom,17075,WHITE HANGING BEADS CANDLE HOLDER,22-02-2011,71038,544646,1,5.45,4,21.8
United Kingdom,15907,12 PENCILS SMALL TUBE RED RETROSPOT,13-05-2011,20975,553141,1,0.65,4,2.6
United Kingdom,13952,RED RETROSPOT SUGAR JAM BOWL,6/5/2011,21531,552042,1,2.55,12,30.6
United Kingdom,14670,12 MESSAGE CARDS WITH ENVELOPES,4/3/2011,22906,545658,1,1.65,3,4.95
United Kingdom,17874,GUMBALL MAGAZINE RACK,28-04-2011,22781,551399,1,7.65,2,15.3
United Kingdom,15034,RECIPE BOX PANTRY YELLOW DESIGN,21-04-2011,22666,550835,1,2.95,1,2.95
United Kingdom,13396,KINGS CHOICE GIANT TUBE MATCHES,24-01-2011,21586,541968,1,2.55,12,30.6
United Kingdom,15179,CHILDS BREAKFAST SET DOLLY GIRL,24-01-2011,22635,541970,1,9.95,2,19.9
United Kingdom,13421,IVORY HANGING DECORATION  HEART,22-02-2011,21385,544673,1,0.85,12,10.2
United Kingdom,14395,ABSTRACT CIRCLES POCKET BOOK,7/4/2011,20758,549289,1,0.85,3,2.55
United Kingdom,18219,EDWARDIAN HEART PHOTO FRAME,9/5/2011,23070,552357,1,4.15,4,16.6
Australia,12431,MEMO BOARD COTTAGE DESIGN,27-02-2011,22505,545065,1,4.95,4,19.8
United Kingdom,15918,PINK OWL SOFT TOY,13-03-2011,22175,546430,1,2.95,3,8.85
United Kingdom,15358,BAKING MOULD EASTER EGG WHITE CHOC,16-05-2011,22934,553211,1,2.95,6,17.7
United Kingdom,17841,200 RED + WHITE BENDY STRAWS,31-07-2011,22315,561897,1,1.25,1,1.25
United Kingdom,14346,RED RETROSPOT UMBRELLA,15-02-2011,85014B,544065,1,5.95,3,17.85
United Kingdom,17214,FRYING PAN PINK POLKADOT,20-02-2011,22200,544453,1,4.25,1,4.25
United Kingdom,18041,RIBBON REEL LACE DESIGN,22-03-2011,22078,547381,1,2.1,5,10.5
United Kingdom,16214,SET OF 3 HEART COOKIE CUTTERS,15-03-2011,84378,546643,1,1.25,12,15.0
United Kingdom,16813,RED CHARLIE+LOLA PERSONAL DOORSIGN,31-07-2011,85071B,561868,1,0.39,5,1.95
United Kingdom,16764,RED RETROSPOT SHOPPER BAG,19-07-2011,20718,560601,1,1.25,1,1.25
United Kingdom,17609,Manual,16-01-2011,M,541265,1,1.25,2,2.5
United Kingdom,16009,LUNCH BAG SPACEBOY DESIGN,3/7/2011,22382,558751,1,1.65,2,3.3
United Kingdom,16161,CIRCUS PARADE LUNCH BOX,10/2/2011,22631,543642,1,1.95,2,3.9
United Kingdom,17115,CLASSIC METAL BIRDCAGE PLANT HOLDER,20-04-2011,21340,550799,1,12.75,1,12.75
United Kingdom,17526,SWEETHEART CAKESTAND 3 TIER,22-02-2011,22776,544603,1,8.5,24,204.0
United Kingdom,13824,CHILDS BREAKFAST SET CIRCUS PARADE,12/4/2011,22636,549735,1,7.65,8,61.2
United Kingdom,16186,WOODLAND CHARLOTTE BAG,20-07-2011,20719,560724,1,0.85,10,8.5
United Kingdom,17001,BLUE STRIPE CERAMIC DRAWER KNOB,16-05-2011,21669,553207,1,1.25,12,15.0
United Kingdom,17263,RED STRIPE CERAMIC DRAWER KNOB,15-05-2011,21668,553197,1,1.25,2,2.5
United Kingdom,12987,CREAM SWEETHEART MINI CHEST,26-05-2011,85066,554788,1,12.75,2,25.5
United Kingdom,16033,DAIRY MAID LARGE MILK JUG,23-05-2011,21534,554261,1,4.95,2,9.9
Spain,12510,RED TOADSTOOL LED NIGHT LIGHT,18-01-2011,21731,541491,1,1.65,12,19.8
United Kingdom,16145,SPOTTY BUNTING,12/7/2011,23298,559733,1,4.95,3,14.85
United Kingdom,13044,WOODEN ROUNDERS GARDEN SET,21-02-2011,22607,544591,1,9.95,3,29.85
United Kingdom,14483,PACK OF 6 HANDBAG GIFT BOXES,3/3/2011,22583,545470,1,2.55,6,15.3
United Kingdom,14587,WOODEN PICTURE FRAME WHITE FINISH,12/1/2011,82482,540953,1,2.55,1,2.55
United Kingdom,16767,GIRAFFE WOODEN RULER,24-03-2011,22991,547691,1,1.95,24,46.8
United Kingdom,17604,HOMEMADE JAM SCENTED CANDLES,6/5/2011,22969,552183,1,1.45,12,17.4
Germany,12673,3 PIECE SPACEBOY COOKIE CUTTER SET,17-01-2011,22964,541277,1,2.1,12,25.2
United Kingdom,16871,ENAMEL MEASURING JUG CREAM,29-03-2011,22429,548017,1,4.25,4,17.0
United Kingdom,17472,WATERING CAN GARDEN MARKER,24-02-2011,22477,544930,1,1.25,10,12.5
United Kingdom,14060,FRENCH GARDEN SIGN BLUE METAL,21-04-2011,22673,550991,1,1.25,12,15.0
United Kingdom,17472,SET OF 6 HERB TINS SKETCHBOOK,24-02-2011,22723,544930,1,3.95,2,7.9
